DEPTH_MD,CALI,RSHA,RMED,RDEP,RHOB,GR,NPHI,PEF,DTC,SP,ROP,DRHO
-1.7689139591892675,1.819307994913991,-0.10629388150505273,-0.08263531101332283,-0.053405426809297184,-0.9045578866703361,-0.09505009595517644,0.725824317920101,-0.5533185764668707,0.8922934903673897,0.10924649971322907,0.031124358878509038,0.07087746038884417
-1.7687033804376249,1.7913516176169677,-0.10609222449818441,-0.08257289812483304,-0.053366742513945825,-0.9516158143255775,-0.009471224901046505,0.7437030729871197,-0.5663542358779527,0.9121175173451722,0.12001034945579553,-0.001211026565031674,-0.051476218067629004
-1.7684928016859824,1.7813291013686376,-0.10439764604639658,-0.08204842571699995,-0.05331451593856982,-0.9891439194188283,0.092919726737597,0.7615881304829997,-0.5798575570655248,0.9191497951662956,0.12419312135852198,-0.04476609662341855,-0.14687792491074725
-1.7682822229343398,1.7836825892778094,-0.1030244760423362,-0.0816234292952445,-0.053241936406031996,-1.0119912494910146,0.14217955481963077,0.7636148077231014,-0.5843043132406958,0.9013689297461532,0.11525245469509068,-0.08402385779465789,-0.24223538956310872
-1.7680716441826971,1.783300309408309,-0.10289350355658718,-0.08158289328176682,-0.05313447646903573,-1.037802894547782,0.10735691195437548,0.7333824159814034,-0.5916086631628229,0.8239193508549064,0.10908776514229461,-0.11696667569047774,-0.32331020523954074
-1.767861065431055,1.7852203412447885,-0.10315305551106292,-0.08166322466942141,-0.05303590225301379,-1.0524911299044728,-0.01853202826514444,0.7359228899607662,-0.5980567120575778,0.7492524550043628,0.10647460970534851,-0.12327557432720596,-0.35156382283799087
-1.7676504866794123,1.794620727680194,-0.10303701425113625,-0.0816273098736576,-0.05302272967692619,-1.0534926006658611,-0.15878490663478637,0.7775038332854058,-0.5994191479229114,0.7327651205243092,0.10017573586663041,-0.12333898996447142,-0.34113002071308557
-1.7674399079277698,1.778695069528536,-0.10303837163913576,-0.08162772998554543,-0.05315733187433165,-1.0681808356314466,-0.24734507427432328,0.749473985601539,-0.6077148007343595,0.7380686469040271,0.0937652120861954,-0.1234069655318528,-0.3559487928657724
-1.7672293291761272,1.7540189006549682,-0.10354439438577431,-0.0817843441382085,-0.05339945598100297,-1.0941556627702556,-0.23331556062954803,0.6450693548843831,-0.6137715640653805,0.7881943496745747,0.0940018226967288,-0.1257458137626335,-0.3940961920454042
-1.7670187504244845,1.744999561153437,-0.10461082573243509,-0.08211440487725645,-0.05364549510379199,-1.132482893202979,-0.14966588123624477,0.5081445552804741,-0.6143707671408594,0.9220952436866117,0.0980551602075124,-0.1446958397909115,-0.4182768986145548
-1.7668081716728423,1.7484425464967255,-0.1061730039330784,-0.08259789937790431,-0.05386856769785297,-1.1826492030392108,-0.09659650124110163,0.44887513012138713,-0.6023819421383713,0.9998592330253656,0.09806361058387453,-0.16615004005271472,-0.41345862093384755
-1.7665975929211999,1.7677119208941532,-0.1080131140763268,-0.0831674138766219,-0.054109755792000155,-1.2277606037799225,-0.08492885344946895,0.5633633272880181,-0.5901256375634146,1.0436380928056408,0.09735717547495244,-0.1700862617429477,-0.38516635285269224
-1.7663870141695572,1.748235991957257,-0.10963663598688454,-0.0836698942691358,-0.05438205672439028,-1.240448228993165,-0.14620495720592963,0.8110002764482507,-0.5879666255507174,0.973427028547329,0.09803174216580571,-0.17015561593652112,-0.3283872065091685
-1.7661764354179146,1.7243663107156229,-0.1101482491481406,-0.08382823865636672,-0.05470263930012218,-1.2109645246083431,-0.2738978412921438,1.0143654507903697,-0.5956537521707608,0.9098681186444479,0.09813936022590777,-0.17022380361307002,-0.26553388179679904
-1.7659658566662721,1.7583960057426269,-0.10976146505058945,-0.08370852889212407,-0.0550780000505267,-1.1748602981952185,-0.4455504706316319,1.0181841149442885,-0.6058816903807968,0.8699258738354448,0.09799625609706361,-0.17029792990152562,-0.2502888489967166
-1.7657552779146295,1.7809141428862623,-0.10922237240923177,-0.08354167959968817,-0.055467027029080386,-1.149887407624337,-0.5664048486428701,0.9634029103463041,-0.610771436711279,0.864709290782668,0.09573326669641716,-0.1685872991534998,-0.2786592212298014
-1.7655446991629873,1.7625110641664035,-0.10974629251396902,-0.08370383298866452,-0.05586841879123176,-1.1232337435248556,-0.5718426218796984,0.995669782215382,-0.6082072562592986,0.9185735446858267,0.09478334467817755,-0.15031183276381024,-0.30329282172884897
-1.7653341204113446,1.7617224576569734,-0.11200774474679999,-0.08440375295784683,-0.056272056559656135,-1.0847880898950135,-0.4717348893753367,1.0712222505939102,-0.5931940393895084,0.9729382265855068,0.09625061767277415,-0.1310470616944509,-0.2856205171965713
-1.765123541659702,1.7824975215530519,-0.11460628070183693,-0.08520800041404529,-0.05658465310046774,-1.0435795335250038,-0.32818131494715425,1.0920604403584597,-0.5710383445594258,0.9714490741536209,0.09791133807354323,-0.1241864048418734,-0.2510202937484611
-1.7649129629080595,1.8035340156452,-0.11593300805162958,-0.08561862282397245,-0.056762083268552664,-1.0202939440319556,-0.2352451044369222,1.0236185985991029,-0.5511326943542877,0.9158019821568447,0.10060709181901886,-0.10730364279960593,-0.2546915866577085
-1.764702384156417,1.8148476514780787,-0.11635329439592745,-0.0857487015410367,-0.05684490125283733,-1.0186602599853953,-0.20866968249372797,0.8993691586264623,-0.5441712231309159,0.9013466887227113,0.10185250094043147,-0.0845948103612215,-0.27438302560488326
-1.7644918054047747,1.7986389828777036,-0.11704465538230577,-0.08596267792013272,-0.056782028054870835,-1.032277089458552,-0.24198583036391583,0.7309995022200623,-0.5596806817613267,0.9178668795462204,0.10247225063082994,-0.07800414707365316,-0.27505320252401627
-1.764281226653132,1.7908910321115148,-0.11618812588434413,-0.08569758184995546,-0.056572378069997674,-1.044342292319366,-0.2871107205068463,0.6069019207234595,-0.5777837151121086,0.9525814207907265,0.10478489291424971,-0.07807487983781991,-0.24795908793262977
-1.7640706479014894,1.820901855473197,-0.11131604190205198,-0.08418967077350935,-0.05642664628398873,-1.030232187410038,-0.3041880869577296,0.6604664584735741,-0.5900852102948531,1.0184448270925028,0.10908141354568886,-0.07814285546079984,-0.2131278393564126
-1.763860069149847,1.8333401341941178,-0.10591327099972134,-0.08251751197724567,-0.056390344764141974,-0.9873181470807425,-0.29588956960128976,0.8534311453800733,-0.5931175003403917,0.9961641532249521,0.11216613326545684,-0.07821698169365672,-0.22037351880903724
