DEPTH_MD,CALI,RSHA,RMED,RDEP,RHOB,GR,NPHI,PEF,DTC,SP,ROP,DRHO
-3.101599687122043,3.118723704969773,-0.5075166657350604,-0.5968973301391461,-0.4759516580308537,-2.265788681420475,0.39825625416963095,3.9972679821280157,-1.5079782073624233,2.9625208371431384,-0.8407707445890584,0.2997348270852241,0.4072966551635908
-3.1012965097116667,3.0942915314659953,-0.5102387814949206,-0.5992096273351406,-0.48577089195943374,-2.227154803766826,0.38973366183008934,4.067540152827795,-1.5001761989209494,3.060528752294227,-0.8431177763285813,0.32927231936135953,0.36615584248787647
-3.1009933323012904,3.093244566914145,-0.5219885401079206,-0.6091904423669922,-0.495645069868133,-2.171428706480308,0.5466319650532286,4.232081543026006,-1.4544956210734301,3.159447213885084,-0.8394924931761337,0.36040876286048423,0.3956705279411347
-3.100690154890914,3.1208258196701486,-0.5354896743682999,-0.6206589608456566,-0.5032921091173752,-2.1116978447443633,0.7716226993945254,4.277463842064797,-1.3870826907714637,3.156737648364067,-0.8353892474188647,0.37149721305218775,0.45345669328353366
-3.1003869774805377,3.148754150651852,-0.5423829113241893,-0.6265144107568857,-0.5076325776837335,-2.077945914345233,0.9172811153056896,4.128408277997865,-1.3265159506991864,3.0554857962428024,-0.8287286800448247,0.3987837644752828,0.44732523175143374
-3.0867439940136014,3.1056370577162595,-0.5581697410391402,-0.63992450985032,-0.5294419856508892,-2.3035338875069007,0.5099617293038308,4.481716868104567,-1.4267391117666008,3.463181616267529,-0.871279837232641,1.2268725485072867,0.914715874197234
-3.086440816603225,3.093697242040705,-0.5556744551854572,-0.6378048929817955,-0.5244296427964555,-2.3726103254849806,0.7504123449329866,4.08339330396126,-1.3965223244587799,3.4465701207435755,-0.8681941980580018,1.1947312115361817,0.8283710076376573
-3.0846217521409667,3.2411931763070525,-0.5433071048420905,-0.6272994655703186,-0.5108500146968397,-2.6877641802715817,0.638355295640452,3.5719728193961267,-1.4117402234500738,3.4181132431501613,-0.849507737050263,0.9949557148707489,0.7198635295521917
-3.0843185747305903,3.2009910488937776,-0.5504871442554576,-0.6333985394037956,-0.5116332929269626,-2.8376860339487235,0.7372992350873949,3.692832586782392,-1.3984408977998717,3.5199187810680486,-0.8481424220498534,1.0316656064519285,0.877004480345684
-3.068856526801396,3.192397590371575,-0.5289839602473836,-0.6151326916319957,-0.549058653699283,-2.241577631684506,0.6339998968125202,3.9796370311892795,-1.3479851929947493,3.2673037476567273,-0.8712027354851062,1.1218244159108388,1.057968704452065
-3.0685533493910193,3.13821901907244,-0.5437260767368807,-0.6276553606251172,-0.545137296194192,-2.3115474708628123,1.0773043996762848,3.279394442824849,-1.366977681973816,3.4174409106123904,-0.8768883410512319,1.140456680115168,1.4253299282751792
