DEPTH_MD,CALI,RHOB,NPHI,DTC,LITHOLOGY
0.12424559941102337,0.6125161671768298,0.4625029339295277,0.6393267009963676,0.6979131752545595,6
0.12429391352811187,0.6090424606356607,0.46664308645582875,0.6464576846318155,0.7109555623191857,6
0.12434222764520048,0.6088936057819747,0.47261490591775335,0.663154791739409,0.7241191202003673,6
0.12439054176228909,0.6128150406922726,0.4790158910927648,0.6677600348756602,0.7237585452177488,6
0.12443885587937764,0.61678582233395,0.4826328756771817,0.6526343773422563,0.7102844717784759,6
0.12661299114836388,0.6106555397480227,0.4584580148112493,0.6884869452823841,0.7645385254556245,6
0.12666130526545238,0.6089579660218818,0.4510555223209358,0.6480664091123214,0.76232795344201,6
0.12695118996798394,0.629928576417131,0.41728244264807424,0.5961691776770286,0.7585410591727886,6
0.1269995040850725,0.6242127364840684,0.40121624947912277,0.6084336205543882,0.7720888142576778,6
0.12946352405659017,0.6229909396154752,0.4650974816378214,0.6375375713683865,0.738472110555586,6
0.12951183817367878,0.6152879631494683,0.4575992488941147,0.566479307638301,0.7584515886317591,6
0.12956015229076728,0.6116311849552815,0.45648150619480876,0.5659363009911789,0.7599015994834215,6
0.12970509464203306,0.6226691384769579,0.46419265615524774,0.6960079227076841,0.7491723512107784,6
0.12975340875912172,0.6269191247712309,0.4591702733773806,0.6536953196683544,0.7513131582015082,6
0.12980172287621017,0.6289254646559981,0.45420756543008795,0.6187987670925201,0.7538133162904124,6
0.12985003699329883,0.6290761816758195,0.4477110571864128,0.6104802257592872,0.7587147373431851,6
0.13081631933507049,0.6286427685181721,0.4558971427647368,0.7020936831540847,0.7737361255810388,6
0.13086463345215898,0.6275448039890522,0.4585468751384163,0.6924166634473035,0.7740625524390303,6
0.13091294756924765,0.6253410771787669,0.46178987873588306,0.6887723438232476,0.7730624647065285,6
0.1447790991736707,0.4118897431169616,0.34364344863059293,0.595129791120196,0.811447668856855,6
0.14482741329075927,0.41279037899334214,0.3539362553680451,0.5854395063503148,0.8033421973387725,6
0.14618020856923958,0.4646869514944662,0.35796741457312026,0.5579599991538731,0.8008158468554041,6
0.14622852268632813,0.46807523233878867,0.3586688824298694,0.5540546887540188,0.8130477357380379,6
0.14627683680341674,0.47086762825734213,0.3610290040393282,0.5488631284711898,0.8403707778011977,6
0.1479195167844285,0.4944013585234546,0.36465214439836907,0.529703621654759,0.8082213426198126,6
0.14796783090151705,0.49528744640233197,0.3702429580560464,0.5408778727246373,0.7992684097325492,6
0.14801614501860566,0.49601350655274884,0.38318651104017176,0.5773161609285702,0.823374305173273,6
0.16642382362935543,0.38898500897963934,0.45215704274858814,0.543647690874485,0.8509486237553898,5
0.16647213774644398,0.38875346340553096,0.4581994725200391,0.5091975088014096,0.8249190496380534,5
0.1665204518635326,0.38893211255126947,0.4628548990675028,0.46786134933912576,0.811508254265133,5
0.16656876598062115,0.3887769729631501,0.46482633813672214,0.4542732820807375,0.8255507290622606,5
0.1666170800977097,0.38891459679132045,0.4642164101503201,0.4524815325780354,0.8366983226632387,5
0.16666539421479837,0.3895485973619346,0.46284273234857487,0.45818044967176974,0.8505803378515824,5
0.16671370833188692,0.39095660828127166,0.45858858949048886,0.4643402292570626,0.8578751887831859,5
0.16676202244897553,0.39386707552764966,0.44942424374656476,0.4635575886424834,0.8505459449179817,5
0.1668103365660641,0.39764390357829793,0.4366309639447765,0.4615437150689693,0.8454038957344892,5
